"CODE" "PLOT" "BLOCK" "TREAT" "DATE" "SPEC" "SP_CODE" "LIFE.FORM" "NO_STEMS" "BASAL_A" "HEIGHT_M" "LEAVES" "TRUNK" "WEIGHT" "SURV" "LOOKUPHELP" "WET..g." "DRY" "WATER" "AREA" "SLA" "PHOT_AREA" "HERB" "LOCATION" "LDMC"
"745" "WG1P2" "P2" "WG1" "WEEVIL125" "08/15/16" "Euphorbia geniculata" "EUPHGE" "herb" NA NA NA 0.12942 NA 0.12942 "KM" "" 5.76 0.99 4.77 410.279 6.02688775192989 NA -9.04119373612963 "W" -1.57239664075375
"746" "WG1P2" "P2" "WG1" "WEEVIL125" "08/15/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 0.445 NA 0.445 "KM" "" 3.53 1.01 2.52 217.237 5.37103859260663 NA -6.34946183536134 "W" -0.914308570670164
"747" "WG1P2" "P2" "WG1" "WEEVIL125" "08/15/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 0.235 NA 0.235 "KM" "" 11.84 1.77 10.07 683.464 5.95619443811068 NA -7.97014674636605 "W" -1.73858116014473
"748" "WG1P2" "P2" "WG1" "WEEVIL125" "08/15/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 0.94 NA 0.94 "KM" "" 3.72 1.44 2.28 205.232 4.95949793296959 NA 0 "W" -0.45953232937844
"749" "WG1P2" "P2" "WG1" "WEEVIL125" "08/15/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA 0.04753 0.3293 0.37683 "KM" "" 14.56 3.62 10.94 1089.152 5.70668066494936 NA -6.96070804839222 "W" -1.10595177115616
"750" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Trema orientalis" "TREMOR" "tree" 7 23.15 2.94 5.745 14.34 20.085 "KM" "" 15.9 4.48 11.42 843.03 5.23737949813036 NA -6.99134413917044 "W" -0.935743157800971
"751" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 6.61 3 0.5 1.63 2.13 "KM" "" 17.18 6.15 11.03 1174.308 5.25198223509859 NA -6.47552870877916 "W" -0.584166751446985
"752" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Macaranga quadriglandulosa" "MACAQU" "tree" 1 5.31 3.4 0.71 2.7 3.41 "KM" "" 19.87 10.02 9.85 1297.529 4.86363386980793 NA -7.00083888884071 "W" 0.0171116404727209
"753" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Piptrus argenteus" "PIPTAR" "tree" 1 4.52 2.7 1.61 0.28 1.89 "KM" "" 16.52 6.56 9.96 846.064 4.8596044039071 NA -6.76307831539782 "W" -0.417586468640509
"754" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Ficus congesta" "FICUCO" "tree" 1 NA NA 0.0658 0.09186 0.15766 "KM" "" 16.61 5.67 10.94 752.568 4.88830224024916 NA -7.22639362770026 "W" -0.657236679254175
"755" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 1.295 NA 1.295 "KM" "" 3.83 0.83 3 269.759 5.7838585459993 NA 0 "W" -1.2849418668596
"756" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 2.435 NA 2.435 "KM" "" 8.85 1.48 7.37 582.065 5.97454003756804 NA -7.02049957897518 "W" -1.60537561842522
"757" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA 2.055 NA 2.055 "KM" "" 6.89 1.32 5.57 357.861 5.6025129062504 NA -9.43374744929648 "W" -1.43976331734091
"758" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.05564 0.415 0.47064 "KM" "" 3.42 1.45 1.97 189.148 4.87096622097183 NA -4.92069478792324 "W" -0.306469986317414
"759" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA 0.09653 0.01237 0.1089 "KM" "" 17.82 4.18 13.64 992.867 5.47028547097513 NA -7.07535271173052 "W" -1.18269540587865
"760" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 1.195 NA 1.195 "KM" "" 6.5 1.76 4.74 396.314 5.416893017295 NA -8.02145854771909 "W" -0.990723326656925
"761" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA 0.42 NA 0.42 "KM" "" 10.9 1.59 9.31 634.06 5.98840957095124 NA -7.98741752857995 "W" -1.76735507505684
"762" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA 0.255 NA 0.255 "KM" "" 6.12 1.73 4.39 408.377 5.464069358859 NA -6.45729019772083 "W" -0.931207818577392
"763" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Calopogonium mucunoides" "CALOMU" "vine" NA NA NA 1.19 NA 1.19 "KM" "" 5.2 1.73 3.47 420.427 5.49314945297885 NA -5.40893810458325 "W" -0.69603318544908
"764" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Breynia cernua" "BREYCE" "shrub" NA NA NA 2.27 2.45 4.72 "KM" "" 17.47 5.16 12.31 653.336 4.8411549656873 NA -6.8296856177781 "W" -0.869475360702891
"765" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA 0.09577 NA 0.09577 "KM" "" 18.03 4.86 13.17 937.78 5.26247694200682 NA -6.16016242058346 "W" -0.996903077842787
"766" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Amomum maximum" "AMOMMA" "herb" NA NA NA 0.03521 NA 0.03521 "KM" "" 10.27 1.75 8.52 532.778 5.71848903914696 NA -7.51440020667681 "W" -1.5828005529058
"767" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA 0.06026 NA 0.06026 "KM" "" 18.37 3 15.37 988.668 5.79774629397842 NA -4.72147540387005 "W" -1.63380526888239
"768" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Ipomea sp. 1" "IPOMS1" "vine" NA NA NA 0.01823 NA 0.01823 "KM" "" 8.03 1.9 6.13 491.674 5.55596200907642 NA -8.68437318660547 "W" -1.17134086377572
"769" "WG1P3" "P3" "WG1" "CONTROL" "08/17/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA 0.01202 NA 0.01202 "KM" "" 3.71 0.58 3.13 311.569 6.28634799796797 NA -9.99165048025878 "W" -1.68576017999373
"770" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA 0.01373 NA 0.01373 "KM" "" 2.83 0.72 2.11 243.151 5.82218671650102 NA -8.57079703323853 "W" -1.07519201446001
"771" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Piptrus argenteus" "PIPTAR" "tree" 1 15.21 4.6 2.6 7.005 9.605 "KM" "" 18.31 7.47 10.84 808.586 4.68439204403622 NA -6.44065084476279 "W" -0.372347996866774
"772" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 1.57 NA 1.57 "KM" "" 4.7 1.35 3.35 236.689 5.16664245066189 NA 0 "W" -0.908855753386637
"773" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA 0.235 NA 0.235 "KM" "" 17.53 6.41 11.12 915.026 4.96109320923978 NA -6.38828261727482 "W" -0.550886017889858
"774" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA 0.205 NA 0.205 "KM" "" 8.71 2.3 6.41 493.028 5.36765684462665 NA -6.71731316393402 "W" -1.02495014799747
"775" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA 4.21 NA 4.21 "KM" "" 8.04 2.39 5.65 603.603 5.53162333111685 NA -8.77514095953803 "W" -0.86036217921493
"776" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Commersonia bartramia" "COMMBA" "tree" 3 35.04 6.13 2.865 13.475 16.34 "KM" "" 20.08 10.29 9.79 1182.442 4.74416452069141 NA -5.71559477475054 "W" 0.0498110933035391
"777" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Trema orientalis" "TREMOR" "tree" 10 32.2 2.89 3.415 10.28 13.695 "KM" "" 13.65 4.58 9.07 763.407 5.11609231164784 NA -6.1130516637922 "W" -0.683273266000952
"778" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 1.295 1.195 2.49 "KM" "" 25.1 6.61 18.49 1036.693 5.05520746424821 NA -8.78642797735094 "W" -1.02864639153544
"779" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA 3.595 NA 3.595 "KM" "" 11.41 4.29 7.12 653.003 5.02529499050666 NA -9.92595895189449 "W" -0.506620992483959
"780" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.2 NA 0.2 "KM" "" 9.8 4.22 5.58 695.004 5.10408247289599 NA -6.02205033426491 "W" -0.279353648345299
"781" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Paspalum sp. 2" "PASPS2" "grass" NA NA NA 0.1029 NA 0.1029 "KM" "" 1.95 0.8 1.15 123.684 5.04087347715687 NA -10.2160941747353 "W" -0.362905493689368
"782" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 0.0746 NA 0.0746 "KM" "" 3.16 0.54 2.62 218.685 6.00381847764871 NA -5.64040661915755 "W" -1.57936045719682
"783" "WG1P4" "P4" "WG1" "PREDATOR" "08/20/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 0.03061 NA 0.03061 "KM" "" 4.34 0.99 3.35 NA 5.68414775790747 NA NA "W" -1.21901068169048
"784" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Trema orientalis" "TREMOR" "tree" 9 30.04 3.1 5.5 11.97 17.47 "KM" "" 10.1 2.91 7.19 578.369 5.29205899209758 NA -5.78008015501779 "W" -0.904538090549554
"785" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ficus hispidoides" "FICUHI" "tree" 6 28.73 3.11 2.825 8.39 11.215 "KM" "" 30.14 10.03 20.11 1065.014 4.66516262162319 NA -7.31037666400871 "W" -0.695636601810717
"786" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Piptrus argenteus" "PIPTAR" "tree" 1 15.9 4 2.38 9.105 11.485 "KM" "" 20.63 7.22 13.41 894.256 4.81913713474501 NA -5.65417576120939 "W" -0.619145744388852
"787" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 1 8.55 4.6 1.12 2.65 3.77 "KM" "" 25.63 6.29 19.34 1320.042 5.3464577625437 NA -8.92003437305258 "W" -1.1232144193128
"788" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA 0.855 NA 0.855 "KM" "" 8.16 2.08 6.08 469.893 5.42013711549803 NA -6.24695437184851 "W" -1.07263680226485
"789" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 2.38 NA 2.38 "KM" "" 6.1 0.87 5.23 434.189 6.2127419905093 NA -8.23903257582013 "W" -1.79367334541034
"790" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Pisonia longirostris" "PISOLO" "tree" 1 NA NA 0.10542 0.05696 0.16238 "KM" "" 32.78 6.26 26.52 981.949 5.05535918706692 NA -5.96762963517688 "W" -1.44371898020565
"791" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Lepistemon urceolatus" "LEPIUR" "vine" NA NA NA 0.09085 NA 0.09085 "KM" "" 17.27 5.37 11.9 930.484 5.15487697235727 NA -6.45124896666068 "W" -0.79571049159671
"792" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia geniculata" "EUPHGE" "herb" NA NA NA 0.08641 NA 0.08641 "KM" "" 7.45 1.46 5.99 367.226 5.52754102661967 NA -10.7342694144551 "W" -1.41165497640711
"793" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cyperus bifax" "CYPHBI" "sedge" NA NA NA 0.42 NA 0.42 "KM" "" 5.41 1.15 4.26 125.697 4.69411230658779 NA 0 "W" -1.30950721790612
"794" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Commersonia bartramia" "COMMBA" "tree" 1 NA NA 0.03323 0.15523 0.18846 "KM" "" 13.98 5.95 8.03 1118.307 5.23617999395804 NA -4.85251242746136 "W" -0.299793308401132
"795" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 0.04245 0.03695 0.0794 "KM" "" 21.51 5.57 15.94 962.505 5.15214420701445 NA -5.23543944413067 "W" -1.05143661942288
"796" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Stachytarpheta urticaefolia" "STACUR" "herb" NA NA NA 0.76 0.675 1.435 "KM" "" 11.24 2.69 8.55 597.611 5.40339884699663 NA -8.88646092902873 "W" -1.15639008933492
"797" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.06911 0.2 0.26911 "KM" "" 10.03 3.64 6.39 745.066 5.32148912341102 NA -5.08636594731337 "W" -0.562750586740794
"798" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA 0.05854 NA 0.05854 "KM" "" 21.63 3.43 18.2 1280.018 5.92206915813694 NA -7.11252533896036 "W" -1.6688613329049
"799" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Trichospermum pleiostigma" "TRICPL" "tree" 1 NA NA 0.05443 0.0859 0.14033 "KM" "" 11.86 3.25 8.61 1111.247 5.83458309082028 NA -7.86668122744117 "W" -0.974269322097993
"800" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum conjugatum" "PASPCO" "grass" NA NA NA 0.1105 NA 0.1105 "KM" "" 4.14 0.66 3.48 210.227 5.76370334325174 NA 0 "W" -1.66254773774805
"801" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 0.07154 NA 0.07154 "KM" "" 3.53 0.95 2.58 230.234 5.49038947742332 NA -7.39570639746053 "W" -0.999082693321077
"802" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Ficus congesta" "FICUCO" "tree" 1 0.95 2.3 0.06512 0.21 0.27512 "KM" "" 21.2 8.23 12.97 1144.548 4.93497906353586 NA -6.6706677996802 "W" -0.454852983639374
"803" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA 0.01682 NA 0.01682 "KM" "" 2.55 0.53 2.02 136.941 5.55442844857046 NA -8.51016702717139 "W" -1.33797578384908
"804" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA 0.00421 NA 0.00421 "KM" "" 2.76 0.45 2.31 159.755 5.87214908789015 NA -5.2371533086149 "W" -1.63575522075147
"805" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Imperata cyllindrica" "IMPECY" "grass" NA NA NA 0.02269 NA 0.02269 "KM" "" 3.57 1.14 2.43 208.451 5.2086757392224 NA -7.74444263417892 "W" -0.756862994946053
"806" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Marsdenia velutina" "MARSVE" "vine" NA NA NA 0.01511 NA 0.01511 "KM" "" 6.57 1.47 5.1 519.028 5.86669543082366 NA -8.7087305209198 "W" -1.24397813893964
"807" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Tournefortia sarmentosa" "TOURSA" "shrub" NA NA NA 0.00812 0.03299 0.04111 "KM" "" 3.46 0.73 2.73 165.711 5.42495605210202 NA -4.29668576174527 "W" -1.31901235403657
"808" "WG1P5" "P5" "WG1" "WEEVIL25" "08/18/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA 0.01307 NA 0.01307 "KM" "" 8.01 1.36 6.65 396.683 5.67565277331237 NA -7.38795843353347 "W" -1.5871321549198
"809" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Piper aduncum" "PIPEAD" "tree" 1 NA NA 0.645 0.785 1.43 "KM" "" 19.03 2.9 16.13 1020.451 5.86328922842609 NA -6.96475768665352 "W" -1.71597015514469
"810" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Trema orientalis" "TREMOR" "tree" 1 NA NA 0.92 2.39 3.31 "KM" "" 15.67 3.98 11.69 917.258 5.06992334922043 NA -8.25223797055358 "W" -1.07745195618763
"811" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ficus variegata" "FICUVA" "tree" 1 NA NA 0.02808 0.215 0.24308 "KM" "" 15.59 3.35 12.24 860.756 5.54885072702248 NA -7.69965072446755 "W" -1.2957489312472
"812" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Urena lobata" "URENLO" "herb" NA NA NA 0.215 NA 0.215 "KM" "" 15.29 4.13 11.16 881.213 5.36302196045651 NA -6.63147283469343 "W" -0.994058549980224
"813" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Sorghum propinquum" "SORGPR" "grass" NA NA NA 0.65 NA 0.65 "KM" "" 4.74 0.98 3.76 318.379 5.78344520433877 NA -14.6169074763594 "W" -1.34462166471932
"814" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Calopogonium mucunoides" "CALOMU" "vine" NA NA NA 18.34 NA 18.34 "KM" "" 12.94 2.91 10.03 935.964 5.77342393301607 NA -7.73053171430094 "W" -1.23742752079044
"815" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Ageratum conyzoides" "AGERCO" "herb" NA NA NA 1.175 NA 1.175 "KM" "" 12.26 1.61 10.65 724.201 6.10883479916824 NA -8.18442324677095 "W" -1.88932571315906
"816" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 0.01774 NA 0.01774 "KM" "" 4.26 0.4 3.86 165.229 5.13202745365689 NA 0 "W" -2.26695791535089
"817" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Euphorbia hirta" "EUPHHI" "herb" NA NA NA 0.03562 NA 0.03562 "KM" "" 5.14 0.96 4.18 255.598 5.58442789226689 NA -11.5622940770562 "W" -1.47113324105692
"818" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Dioscorea sp. 1" "DIOSS1" "vine" NA NA NA 0.01265 NA 0.01265 "KM" "" 4.82 0.79 4.03 221.632 5.63674068230103 NA -7.51881802832051 "W" -1.62948870947966
"819" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Hyptis capitata" "HYPTCA" "herb" NA NA NA 0.01855 NA 0.01855 "KM" "" 2.88 0.48 2.4 165.262 5.84150126842209 NA -5.07157096927116 "W" -1.6094379124341
"820" "WG1P6" "P6" "WG1" "INSECTICIDE" "08/16/16" "Solanum sp. 1" "SOLAS1" "herb" NA NA NA 0.00491 NA 0.00491 "KM" "" 1.59 0.15 1.44 112.283 6.61814245493961 NA -9.4886358810986 "W" -2.26176309847379
"821" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Melanolepis multiglandulosa" "MELAMU" "tree" 4 53.74 3.58 10.87 21.145 32.015 "KM" "" 16.07 3.46 12.61 1087.697 5.75054930691292 NA -5.09138790384325 "W" -1.2932215609072
"822" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Cordyline terminalis" "CORDTE" "herb" NA NA NA 1.125 1.255 2.38 "KM" "" 28.36 7.41 20.95 1011.121 4.91598445603268 NA -6.47837989241255 "W" -1.03930820706015
"823" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Mikania micrantha" "MIKAMI" "vine" NA NA NA 2.38 NA 2.38 "KM" "" 17.73 2.04 15.69 983.395 6.17806106270773 NA -8.06410644183561 "W" -2.04007375888882
"824" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piper umbellatum" "PIPEUM" "tree" 1 NA NA 0.29 0.32 0.61 "KM" "" 13.66 2.06 11.6 807.284 5.97096954425282 NA -5.49174275223884 "W" -1.72829911531083
"825" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Piptrus argenteus" "PIPTAR" "tree" 1 NA NA 0.10037 0.13743 0.2378 "KM" "" 16.76 4.99 11.77 679.017 4.9132102543007 NA -5.52397899870322 "W" -0.858118011508758
"826" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Synedrella nodiflora" "SYNENO" "herb" NA NA NA 0.335 NA 0.335 "KM" "" 6.48 1.45 5.03 495.373 5.83374745772452 NA -9.09743557705211 "W" -1.24385642767917
"827" "WG2P1" "P1" "WG2" "WEEVIL125" "08/11/16" "Paspalum sp. 1" "PASPS1" "grass" NA NA NA 2.03 NA 2.03 "KM" "" 3.75 1.34 2.41 193.373 4.97195135227835 NA 0 "W" -0.586957133539744
