morphotype,amount,plot,tree,date,adult/larvae
homo001,1,w1g4p6,premob,,
homo012,1,w1g4p6,premob,,
hemi006,2,w1g4p6,premob,,
hemi009,2,w1g4p6,premob,,
hemi027,2,w1g4p6,melos1,,
hemi028,2,w1g4p6,melos1,,
hemi025,2,w1g4p6,melos1,,
hemi023,1,w1g4p6,melos1,,
hemi011,7,w1g4p6,melos1,,
hemi012,12,w1g4p6,melos1,,
hemi008,5,w1g4p6,melos1,,
hemi010,4,w1g4p6,melos1,,
hemi009,12,w1g4p6,melos1,,
homo004,7,w1g1p2,trems1,,
homo005,1,w1g1p2,trems1,,
homo001,2,w1g1p2,trems1,,
homo002,1,w1g1p2,trems1,,
hemi006,1,w1g1p2,trems1,,
homo011,5,w1g1p2,trems1,,
homo004,3,w1g4p2,melamu,,
hemi011,4,w1g4p2,melamu,,
hemi012,4,w1g4p2,melamu,,
hemi008,1,w1g4p2,melamu,,
hemi009,1,w1g4p2,melamu,,
hemi29,1,w1g4p2,homano,,
hemi012,1,w1g4p2,homano,,
hemi011,6,w1g4p2,melos1,,
hemi012,1,w1g4p2,melos1,,
homo004,1,w1g4p2,melos1,,
homo013,1,w1g4p2,piptar,,
homo004,2,w1g4p2,piptar,,
homo006,2,w1g4p2,piptar,,
hemi002,1,w1g4p2,piptar,,
hemi002,5,w1g4p2,tricpl,,
hemi012,4,w1g4p2,tricpl,,
hemi011,4,w1g4p2,tricpl,,
hemi006,10,w1g4p2,tricpl,,
homo014,1,w1g4p2,tricpl,,
homo004,7,w1g4p2,tricpl,,
hemi030,1,w1g2p2,tremor,,
hemi006,2,w1g2p2,tremor,,
homo002,3,w1g2p2,tremor,,
homo004,11,w1g2p2,tremor,,
homo005,1,w1g2p2,tremor,,
homo012,6,w1g2p2,tremor,,
homo015,1,w1g2p2,tremor,,
homo016,3,w1g2p2,tremor,,
homo017,2,w1g2p2,tremor,,
hemi002,2,w1g5p6,piptar,,
homo011,1,w1g2p2,tremor,,
hemi012,1,w1g2p2,tremor,,
hemi009,1,w1g2p2,tremor,,
hemi031,1,w1g2p2,tremor,,
homo004,1,w1g2p2,tremor,,
homo004,2,w1g2p2,macata,,
homo004,2,w1g2p2,viteco,,
homo006,2,w1g2p2,viteco,,
hemi002,2,w1g2p2,viteco,,
hemi006,1,w1g2p2,viteco,,
hemi012,1,w1g2p2,viteco,,
hemi028,1,w1g2p2,viteco,,
hemi028,3,w1g2p2,melamu,,
homo008,2,w1g2p2,melamu,,
hemi003,3,w1g2p2,melamu,,
hemi032,1,w1g2p2,melamu,,
hemi033,1,w1g2p2,melamu,,
hemi010,15,w1g2p2,melamu,,
hemi009,23,w1g2p2,melamu,,
hemi011,31,w1g2p2,melamu,,
hemi012,42,w1g2p2,melamu,,
hemi008,32,w1g2p2,melamu,,
homo004,8,w1g6p5,tremor,,
homo001,2,w1g6p5,tremor,,
homo012,2,w1g6p5,tremor,,
hemi001,5,w1g6p5,tremor,,
hemi002,1,w1g6p5,tremor,,
hemi034,1,w1g6p5,tremor,,
hemi035,4,w1g6p5,tremor,,
hemi036,1,w1g6p5,tremor,,
hemi037,2,w1g6p5,melamu,,
hemi038,3,w1g6p5,melamu,,
hemi034,1,w1g6p5,melamu,,
hemi003,1,w1g6p5,melamu,,
hemi014,1,w1g6p5,melamu,,
hemi031,1,w1g6p5,melamu,,
hemi039,11,w1g6p5,melamu,,
hemi001,18,w1g6p5,melamu,,
homo003,1,w1g6p5,melamu,,
homo004,25,w1g6p5,melamu,,
homo001,1,w1g6p5,piptar,,
homo003,3,w1g6p5,piptar,,
homo009,2,w1g6p5,piptar,,
hemi030,1,w1g6p5,piptar,,
hemi025,1,w1g6p5,piptar,,
hemi003,1,w1g6p5,piptar,,
hemi018,1,w1g6p5,piptar,,
hemi014,2,w1g6p5,piptar,,
hemi002,1,w1g6p5,piptar,,
hemi001,18,w1g6p5,piptar,,
homo004,36,w1g6p5,piptar,,
homo002,2,w1g6p5,piptar,,
hemi040,1,w1g6p5,piptar,,
hemi038,1,w1g6p5,piptar,,
hemi017,11,w1g6p5,piptar,,
hemi031,1,w1g6p5,piptar,,
hemi034,1,w1g6p5,piptar,,
hemi005,1,w1g6p5,piptar,,
hemi021,1,w1g6p5,piptar,,
homo003,1,w1g6p5,tricpl,,
homo012,3,w1g6p5,tricpl,,
homo004,10,w1g6p5,tricpl,,
hemi035,1,w1g6p5,tricpl,,
homo002,1,w1g6p5,tricpl,,
hemi001,29,w1g6p5,tricpl,,
hemi003,5,w1g6p5,tricpl,,
hemi041,1,w1g6p5,tricpl,,
hemi038,1,w1g6p5,tricpl,,
hemi021,1,w1g6p5,tricpl,,
hemi042,1,w1g6p5,tricpl,,
hemi026,2,w1g6p5,tricpl,,
hemi037,1,w1g6p5,tricpl,,
hemi025,3,w1g6p5,tricpl,,
homo004,1,w1g1p3,macaqu,,
homo004,2,w1g1p3,tricpl,,
homo004,4,w1g1p3,piptar,,
homo016,2,w1g1p3,piptar,,
hemi001,1,w1g1p3,piptar,,
homo004,10,w1g1p3,trems1,,
homo016,1,w1g1p3,trems1,,
homo002,1,w1g1p3,trems1,,
homo001,2,w1g1p3,trems1,,
homo005,2,w1g1p3,trems1,,
homo012,2,w1g1p3,trems1,,
homo011,1,w1g1p3,trems1,,
hemi043,2,w1g1p3,trems1,,
hemi044,2,w1g1p3,trems1,,
hemi045,10,w1g1p3,trems1,,
hemi046,1,w1g2p3,pipeum,,
hemi002,2,w1g2p3,tremor,,
hemi006,13,w1g2p3,tremor,,
hemi047,1,w1g2p3,tremor,,
hemi048,1,w1g2p3,tremor,,
hemi030,2,w1g2p3,tremor,,
hemi035,2,w1g2p3,tremor,,
homo004,2,w1g2p3,tremor,,
homo012,1,w1g2p3,tremor,,
homo008,1,w1g3p4,piptar,,
homo001,2,w1g3p4,piptar,,
homo006,4,w1g3p4,piptar,,
homo012,1,w1g3p4,piptar,,
homo004,15,w1g3p4,piptar,,
homo009,2,w1g3p4,piptar,,
hemi014,2,w1g3p4,piptar,,
hemi017,1,w1g3p4,piptar,,
hemi018,2,w1g3p4,piptar,,
hemi009,2,w1g3p4,piptar,,
hemi011,2,w1g3p4,piptar,,
hemi012,2,w1g3p4,piptar,,
hemi006,4,w1g3p4,piptar,,
hemi049,1,w1g3p4,piptar,,
hemi050,1,w1g3p4,piptar,,
hemi008,1,w1g3p4,piptar,,
hemi051,1,w1g3p4,piptar,,
homo004,1,w1g3p4,ficuco,,
homo007,1,w1g3p4,ficuco,,
homo001,1,w1g3p4,ficuco,,
homo008,2,w1g3p4,ficuco,,
homo006,1,w1g3p4,ficucg,,
homo004,2,w1g3p4,ficucg,,
homo004,13,w1g3p4,melamu,,
homo008,1,w1g3p4,melamu,,
homo012,1,w1g3p4,melamu,,
hemi012,18,w1g3p4,melamu,,
hemi011,5,w1g3p4,melamu,,
hemi010,3,w1g3p4,melamu,,
hemi008,4,w1g3p4,melamu,,
hemi009,11,w1g3p4,melamu,,
hemi006,1,w1g5p3,piptar,,
hemi052,1,w1g5p3,piptar,,
hemi053,1,w1g5p3,premna,,
hemi039,9,w1g4p3,melos1,,
hemi028,2,w1g4p3,melos1,,
hemi028,1,w1g4p3,melamu,,
homo004,4,w1g4p3,melamu,,
hemi028,1,w1g4p3,tricpl,,
hemi036,1,w1g4p3,tricpl,,
hemi021,1,w1g4p3,tricpl,,
hemi001,1,w1g6p3,macata,,
hemi002,1,w1g6p3,macata,,
hemi001,25,w1g6p3,tremor,,
hemi002,36,w1g6p3,tremor,,
hemi004,1,w1g6p3,tremor,,
hemi020,1,w1g6p3,tremor,,
hemi054,1,w1g6p3,tremor,,
hemi014,1,w1g6p3,breyce,,
homo002,2,w1g6p3,tricpl,,
homo004,2,w1g6p3,tricpl,,
homo003,1,w1g6p3,tricpl,,
homo013,1,w1g6p3,tricpl,,
hemi002,4,w1g6p3,tricpl,,
hemi001,12,w1g6p3,tricpl,,
hemi030,1,w1g6p3,tricpl,,
hemi047,1,w1g6p3,tricpl,,
hemi016,3,w1g6p3,piptar,,
hemi014,4,w1g6p3,piptar,,
hemi011,1,w1g6p3,piptar,,
hemi047,1,w1g6p3,piptar,,
hemi026,1,w1g6p3,piptar,,
hemi038,1,w1g6p3,piptar,,
homo009,1,w1g6p3,piptar,,
homo002,2,w1g6p3,piptar,,
homo016,3,w1g6p3,piptar,,
homo001,1,w1g6p3,piptar,,
homo005,2,w1g6p3,piptar,,
homo012,1,w1g6p3,piptar,,
homo003,2,w1g6p3,piptar,,
homo004,12,w1g6p3,piptar,,
hemi001,36,w1g6p3,piptar,,
hemi002,30,w1g6p3,piptar,,
hemi017,5,w1g6p3,piptar,,
hemi030,2,w1g6p3,piptar,,
hemi055,1,w1g6p3,piptar,,
hemi056,1,w1g6p3,piptar,,
homo004,5,w1g6p3,macata,,
homo002,2,w1g6p3,macata,,
homo004,3,w1g6p3,tremor,,
homo001,1,w1g6p3,tremor,,
homo016,1,w1g6p3,tremor,,
homo005,1,w1g6p3,tremor,,
hemi006,1,w1g6p3,tremor,,
homo011,1,w1g2p5,piptar,,
homo001,1,w1g2p5,piptar,,
hemi004,7,w1g2p5,piptar,,
homo012,1,w1g2p5,piptar,,
hemi006,1,w1g2p5,piptar,,
hemi012,1,w1g2p5,piptar,,
hemi008,1,w1g2p5,piptar,,
hemi025,1,w1g2p5,piptar,,
hemi057,1,w1g2p5,piptar,,
homo004,6,w1g3p1,melamu,,
homo009,1,w1g3p1,melamu,,
hemi003,1,w1g3p1,melamu,,
hemi008,21,w1g3p1,melamu,,
hemi009,24,w1g3p1,melamu,,
hemi010,1,w1g3p1,melamu,,
hemi011,4,w1g3p1,melamu,,
hemi012,3,w1g3p1,melamu,,
homo008,2,w1g3p1,piptar,,
homo018,2,w1g3p1,piptar,,
homo005,1,w1g3p1,piptar,,
homo006,2,w1g3p1,piptar,,
homo007,1,w1g3p1,piptar,,
homo004,30,w1g3p1,piptar,,
homo009,11,w1g3p1,piptar,,
hemi006,10,w1g3p1,piptar,,
hemi002,1,w1g3p1,piptar,,
hemi014,3,w1g3p1,piptar,,
hemi047,1,w1g3p1,piptar,,
hemi010,2,w1g3p1,piptar,,
hemi009,2,w1g3p1,piptar,,
hemi017,5,w1g3p1,piptar,,
hemi012,2,w1g3p1,piptar,,
hemi023,4,w1g3p1,piptar,,
hemi058,1,w1g3p1,piptar,,
hemi059,1,w1g3p1,piptar,,
homo002,1,w1g5p5,prems1,,
homo004,1,w1g5p5,macaqu,,
homo001,1,w1g5p5,macaqu,,
hemi006,1,w1g5p5,macaqu,,
hemi001,1,w1g5p5,macaqu,,
hemi002,1,w1g5p5,ficuco,,
hemi017,1,w1g5p5,piptar,,
hemi001,20,w1g5p5,piptar,,
hemi002,25,w1g5p5,piptar,,
hemi055,6,w1g5p5,piptar,,
hemi047,1,w1g5p5,piptar,,
hemi060,1,w1g5p5,piptar,,
hemi061,8,w1g5p5,piptar,,
hemi062,1,w1g5p5,piptar,,
hemi006,1,w1g5p5,piptar,,
hemi063,1,w1g5p5,piptar,,
hemi064,1,w1g5p5,piptar,,
homo001,3,w1g5p5,piptar,,
homo002,5,w1g5p5,piptar,,
homo003,1,w1g5p5,piptar,,
homo004,16,w1g5p5,piptar,,
homo005,1,w1g5p5,piptar,,
homo011,2,w1g5p5,piptar,,
homo013,1,w1g5p5,piptar,,
homo017,1,w1g5p5,piptar,,
homo004,2,w1g2p1,melamu,,
hemi008,2,w1g2p1,melamu,,
hemi009,3,w1g2p1,melamu,,
hemi011,3,w1g2p1,melamu,,
hemi012,2,w1g2p1,melamu,,
hemi065,1,w1g2p1,melamu,,
homo004,1,w1g5p4,cordte,,
homo001,1,w1g5p4,cordte,,
homo003,1,w1g5p4,cordte,,
hemi031,2,w1g5p4,cordte,,
hemi012,2,w1g5p4,cordte,,
hemi011,2,w1g5p4,cordte,,
hemi010,1,w1g5p4,cordte,,
homo013,1,w1g5p4,piptar,,
homo004,4,w1g5p4,piptar,,
homo003,1,w1g5p4,piptar,,
homo011,1,w1g5p4,piptar,,
homo009,1,w1g5p4,piptar,,
hemi012,2,w1g5p4,piptar,,
hemi011,3,w1g5p4,piptar,,
hemi066,1,w1g5p4,piptar,,
hemi067,1,w1g5p4,piptar,,
hemi068,1,w1g5p4,piptar,,
hemi002,3,w1g5p4,melamu,,
hemi009,1,w1g5p4,melamu,,
hemi031,3,w1g5p4,melamu,,
hemi047,1,w1g5p4,melamu,,
hemi069,1,w1g5p4,melamu,,
homo001,1,w1g5p4,melamu,,
homo005,1,w1g5p4,melamu,,
homo002,1,w1g5p4,melamu,,
homo003,2,w1g5p4,melamu,,
homo004,31,w1g5p4,melamu,,
hemi010,1,w1g5p4,melamu,,
hemi008,14,w1g5p4,melamu,,
hemi070,1,w1g5p4,melamu,,
hemi025,1,w1g5p4,melamu,,
hemi009,29,w1g5p4,melamu,,
hemi011,35,w1g5p4,melamu,,
hemi012,37,w1g5p4,melamu,,
homo019,1,w1g1p5,piptar,,
homo011,3,w1g1p5,trems1,,
homo004,1,w1g1p5,trems1,,
homo001,1,w1g1p5,trems1,,
hemi002,3,w1g1p5,trems1,,
hemi001,2,w1g1p5,ficuhi,,
homo004,1,w1g1p5,ficuhi,,
homo004,1,w1g1p5,commba,,
homo004,20,w1g1p5,melamu,,
homo016,1,w1g1p5,melamu,,
hemi071,1,w1g5p2,melamu,,
hemi072,1,w1g5p2,melamu,,
hemi011,1,w1g5p2,solanum,,
homo005,1,w1g5p2,solanum,,
homo001,3,w1g5p2,piptar,,
homo005,2,w1g5p2,piptar,,
homo006,1,w1g5p2,piptar,,
homo002,1,w1g5p2,piptar,,
homo004,1,w1g5p2,piptar,,
hemi010,1,w1g5p2,piptar,,
hemi011,2,w1g5p2,piptar,,
hemi008,3,w1g5p2,piptar,,
hemi062,1,w1g5p2,piptar,,
hemi002,3,w1g5p2,piptar,,
hemi061,1,w1g5p2,piptar,,
hemi055,1,w1g5p2,piptar,,
homo020,1,w1g5p2,piptar,,
homo001,16,w1g5p2,trems1,,
homo004,3,w1g5p2,trems1,,
homo002,10,w1g5p2,trems1,,
homo003,1,w1g5p2,trems1,,
homo013,3,w1g5p2,trems1,,
homo005,3,w1g5p2,trems1,,
homo020,1,w1g5p2,trems1,,
homo021,10,w1g5p2,trems1,,
homo011,4,w1g5p2,trems1,,
hemi061,2,w1g5p2,trems1,,
hemi008,28,w1g5p2,trems1,,
hemi009,12,w1g5p2,trems1,,
hemi010,4,w1g5p2,trems1,,
hemi011,6,w1g5p2,trems1,,
hemi012,5,w1g5p2,trems1,,
homo001,3,w1g5p2,melamu,,
homo002,1,w1g5p2,melamu,,
homo004,14,w1g5p2,melamu,,
homo005,1,w1g5p2,melamu,,
hemi001,1,w1g5p2,melamu,,
hemi002,2,w1g5p2,melamu,,
hemi031,1,w1g5p2,melamu,,
hemi008,34,w1g5p2,melamu,,
hemi009,30,w1g5p2,melamu,,
hemi010,6,w1g5p2,melamu,,
hemi011,23,w1g5p2,melamu,,
hemi012,19,w1g5p2,melamu,,
hemi073,1,w1g5p2,melamu,,
hemi017,1,w1g6p2,breyce,,
hemi030,1,w1g6p2,breyce,,
hemi001,2,w1g6p2,macata,,
hemi074,1,w1g6p2,macata,,
hemi031,2,w1g6p2,macata,,
hemi016,1,w1g6p2,macata,,
hemi007,2,w1g6p2,macata,,
homo009,1,w1g6p2,macata,,
homo004,1,w1g6p2,macata,,
homo004,3,w1g6p2,premob,,
homo016,1,w1g6p2,premob,,
hemi075,1,w1g6p2,premob,,
hemi001,4,w1g6p2,tremor,,
homo003,1,w1g6p2,tremor,,
homo004,4,w1g6p2,tremor,,
hemi023,1,w1g6p2,tricpl,,
hemi001,3,w1g6p2,tricpl,,
homo004,7,w1g6p2,tricpl,,
hemi001,14,w1g6p2,piptar,,
hemi002,5,w1g6p2,piptar,,
hemi066,1,w1g6p2,piptar,,
hemi061,1,w1g6p2,piptar,,
hemi047,1,w1g6p2,piptar,,
hemi048,1,w1g6p2,piptar,,
hemi017,4,w1g6p2,piptar,,
hemi014,2,w1g6p2,piptar,,
hemi018,1,w1g6p2,piptar,,
hemi068,1,w1g6p2,piptar,,
hemi038,1,w1g6p2,piptar,,
hemi001,6,w1g6p2,melamu,,
hemi018,1,w1g6p2,melamu,,
hemi014,1,w1g6p2,melamu,,
hemi001,1,w1g6p2,melamu,,
hemi055,1,w1g6p2,melamu,,
hemi016,1,w1g6p2,melamu,,
homo016,1,w1g6p2,melamu,,
homo004,70,w1g6p2,melamu,,
homo004,61,w1g6p2,piptar,,
homo009,3,w1g6p2,piptar,,
hemi049,1,w1g6p2,piptar,,
hemi063,1,w1g6p2,piptar,,
hemi001,1,w1g6p4,breyce,,
hemi072,1,w1g6p4,breyce,,
homo004,1,w1g6p4,breyce,,
homo004,1,w1g6p4,piptar,,
homo008,1,w1g6p4,piptar,,
homo011,1,w1g6p4,piptar,,
hemi014,1,w1g6p4,piptar,,
hemi017,1,w1g6p4,piptar,,
hemi072,1,w1g6p4,piptar,,
hemi001,4,w1g6p4,tricpl,,
hemi002,1,w1g6p4,tricpl,,
hemi020,1,w1g6p4,tricpl,,
homo004,2,w1g6p4,tricpl,,
homo004,5,w1g6p4,tricpl,,
homo002,1,w1g6p4,tricpl,,
hemi001,3,w1g6p4,tricpl,,
hemi002,1,w1g6p4,tricpl,,
hemi011,2,w1g6p4,tricpl,,
hemi012,3,w1g6p4,tricpl,,
hemi001,1,w1g4p5,melos1,,
hemi011,6,w1g4p5,melos1,,
hemi012,4,w1g4p5,melos1,,
hemi045,2,w1g4p5,melos1,,
hemi039,1,w1g4p5,melos1,,
hemi076,1,w1g4p5,melos1,,
hemi077,1,w1g4p5,melos1,,
homo003,3,w1g4p5,melos1,,
homo005,1,w1g4p5,melos1,,
hemi001,1,w1g4p5,manies,,
hemi012,1,w1g4p5,manies,,
hemi001,15,w1g6p1,tremor,,
hemi002,1,w1g6p1,tremor,,
hemi038,1,w1g6p1,tremor,,
hemi034,1,w1g6p1,tremor,,
homo004,2,w1g6p1,tremor,,
homo004,19,w1g6p1,piptar,,
homo016,1,w1g6p1,piptar,,
homo009,7,w1g6p1,piptar,,
hemi006,1,w1g6p1,piptar,,
hemi017,1,w1g6p1,piptar,,
homo004,2,w1g1p1,macaqu,,
homo001,20,w1g1p1,macaqu,,
homo005,8,w1g1p1,macaqu,,
homo012,14,w1g1p1,macaqu,,
homo019,1,w1g1p1,trems1,,
homo001,1,w1g1p1,trems1,,
homo005,1,w1g1p1,trems1,,
homo011,4,w1g1p1,trems1,,
hemi001,1,w1g1p1,trems1,,
homo022,1,w1g1p1,commba,,
homo004,1,w1g1p1,commba,,
homo002,1,w1g1p1,commba,,
homo005,1,w1g1p1,commba,,
homo012,2,w1g1p1,commba,,
hemi006,3,w1g1p1,commba,,
hemi001,8,w1g4p1,melamu,,
hemi044,1,w1g4p1,melamu,,
hemi012,17,w1g4p1,melamu,,
hemi011,9,w1g4p1,melamu,,
hemi010,3,w1g4p1,melamu,,
hemi009,6,w1g4p1,melamu,,
hemi008,10,w1g4p1,melamu,,
hemi011,1,w1g4p1,tricpl,,
homo004,2,w1g4p1,tricpl,,
homo004,3,w1g4p1,melos1,,
homo003,3,w1g4p1,melos1,,
homo013,1,w1g4p1,melos1,,
homo014,1,w1g4p1,melos1,,
homo023,1,w1g4p1,melos1,,
hemi078,1,w1g4p1,melos1,,
hemi003,3,w1g4p1,melos1,,
hemi001,20,w1g4p1,melos1,,
hemi008,14,w1g4p1,melos1,,
hemi009,23,w1g4p1,melos1,,
hemi011,12,w1g4p1,melos1,,
hemi012,20,w1g4p1,melos1,,
hemi018,1,w1g4p1,melos1,,
hemi023,5,w1g4p1,melos1,,
hemi044,1,w1g4p1,melos1,,
hemi039,2,w1g4p1,melos1,,
hemi005,1,w1g4p1,melos1,,
hemi051,1,w1g4p1,melos1,,
hemi028,1,w1g4p1,melos1,,
hemi077,2,w1g4p1,melos1,,
hemi021,1,w1g4p1,melos1,,
hemi079,1,w1g4p1,melos1,,
hemi011,1,w1g5p1,premna,,
hemi035,1,w1g5p1,premna,,
hemi012,1,w1g5p1,breyce,,
hemi080,1,w1g5p1,premna,,
hemi023,1,w1g5p1,tricpl,,
hemi001,1,w1g5p1,tricpl,,
hemi009,1,w1g5p1,tricpl,,
hemi006,3,w1g5p1,tricpl,,
homo003,1,w1g5p1,tricpl,,
homo012,2,w1g5p1,tricpl,,
homo013,1,w1g5p1,tricpl,,
homo003,1,w1g5p1,tremor,,
homo021,2,w1g5p1,tremor,,
homo010,1,w1g5p1,tremor,,
hemi006,1,w1g5p1,tremor,,
hemi001,2,w1g5p1,tremor,,
hemi002,3,w1g5p1,tremor,,
hemi023,1,w1g5p1,tremor,,
hemi030,1,w1g5p1,tremor,,
hemi039,1,w1g5p1,tremor,,
hemi032,1,w1g5p1,tremor,,
hemi028,3,w1g5p1,tremor,,
homo021,1,w1g5p1,melamu,,
homo005,1,w1g5p1,melamu,,
homo012,1,w1g5p1,melamu,,
homo003,1,w1g5p1,melamu,,
homo013,1,w1g5p1,melamu,,
homo004,10,w1g5p1,melamu,,
homo002,1,w1g5p1,melamu,,
hemi001,3,w1g5p1,melamu,,
hemi008,20,w1g5p1,melamu,,
hemi009,6,w1g5p1,melamu,,
hemi011,46,w1g5p1,melamu,,
hemi012,56,w1g5p1,melamu,,
hemi039,4,w1g5p1,melamu,,
hemi020,1,w1g5p1,melamu,,
hemi028,7,w1g5p1,melamu,,
hemi039,1,w1g3p6,pipead,,
hemi011,1,w1g3p6,manies,,
homo004,6,w1g3p6,manies,,
homo004,6,w1g3p6,ficucp,,
homo021,1,w1g3p6,ficucp,,
homo011,1,w1g3p6,ficucp,,
hemi012,1,w1g3p6,ficucp,,
hemi023,1,w1g3p6,ficucp,,
hemi013,1,w1g3p6,ficucp,,
hemi001,2,w1g3p6,melamu,,
hemi002,1,w1g3p6,melamu,,
hemi008,6,w1g3p6,melamu,,
hemi018,2,w1g3p6,melamu,,
hemi039,15,w1g3p6,melamu,,
hemi028,5,w1g3p6,melamu,,
hemi081,3,w1g3p6,melamu,,
hemi025,1,w1g3p6,melamu,,
homo003,1,w1g3p6,melamu,,
homo004,6,w1g3p6,melamu,,
homo004,11,w1g3p6,piptar,,
homo009,16,w1g3p6,piptar,,
homo012,2,w1g3p6,piptar,,
homo005,1,w1g3p6,piptar,,
hemi081,25,w1g3p6,piptar,,
hemi006,9,w1g3p6,piptar,,
hemi017,6,w1g3p6,piptar,,
hemi002,9,w1g3p6,piptar,,
hemi035,5,w1g3p6,piptar,,
hemi002,1,w1g3p6,macabi,,
hemi031,1,w1g3p6,macabi,,
hemi082,1,w1g3p6,macabi,,
hemi082,1,w1g3p6,melamu,,
hemi018,1,w1g3p6,macabi,,
hemi039,1,w1g3p6,macabi,,
hemi006,2,w1g3p6,macabi,,
homo024,1,w1g3p6,macabi,,
homo004,6,w1g3p6,macabi,,
homo009,2,w1g3p6,macabi,,
homo008,1,w1g3p6,macabi,,
hemi044,1,w1g3p6,macabi,,
hemi011,1,w1g3p6,piptar,,
hemi009,2,w1g3p6,piptar,,
hemi036,2,w1g3p6,piptar,,
hemi018,5,w1g3p6,piptar,,
hemi045,1,w1g3p6,piptar,,
hemi044,1,w1g3p6,piptar,,
hemi014,4,w1g3p6,piptar,,
hemi039,2,w1g3p6,piptar,,
hemi023,1,w1g3p6,piptar,,
hemi084,1,w1g3p6,piptar,,
hemi020,2,w1g3p6,piptar,,
hemi028,1,w1g3p6,piptar,,
hemi085,1,w1g3p6,piptar,,
homo023,1,w1g3p6,piptar,,
homo004,98,w1g3p5,piptar,,
homo006,2,w1g3p5,piptar,,
homo011,3,w1g3p5,piptar,,
homo009,1,w1g3p5,piptar,,
hemi001,15,w1g3p5,piptar,,
hemi006,8,w1g3p5,piptar,,
hemi035,1,w1g3p5,piptar,,
hemi014,12,w1g3p5,piptar,,
hemi017,4,w1g3p5,piptar,,
hemi081,8,w1g3p5,piptar,,
hemi039,1,w1g3p5,piptar,,
hemi009,1,w1g3p5,piptar,,
hemi013,1,w1g3p5,piptar,,
hemi021,1,w1g3p5,piptar,,
hemi047,1,w1g3p5,piptar,,
hemi037,3,w1g3p5,piptar,,
hemi006,20,w1g2p4,piptar,,
homo011,2,w1g2p4,piptar,,
homo002,1,w1g2p4,piptar,,
homo004,23,w1g2p4,piptar,,
homo006,1,w1g2p4,piptar,,
homo003,1,w1g4p4,melos1,,
hemi001,8,w1g4p4,melos1,,
hemi003,1,w1g4p4,melos1,,
hemi023,1,w1g4p4,melos1,,
hemi039,38,w1g4p4,melos1,,
hemi012,3,w1g4p4,melos1,,
hemi008,2,w1g4p4,melos1,,
hemi009,4,w1g4p4,melos1,,
hemi010,1,w1g4p4,melos1,,
hemi036,1,w1g4p4,melos1,,
hemi045,1,w1g4p4,melos1,,
hemi030,1,w1g4p4,melos1,,
hemi076,2,w1g4p4,melos1,,
hemi028,6,w1g4p4,melos1,,
hemi025,7,w1g4p4,melos1,,
hemi051,2,w1g4p4,melos1,,
hemi016,1,w1g4p4,melos1,,
hemi030,1,w1g4p4,melos1,,
hemi028,1,w1g4p4,melos1,,
homo003,1,w1g4p4,melos1,,
homo004,3,w1g3p3,costsp,,
homo006,1,w1g3p3,costsp,,
homo025,1,w1g3p3,costsp,,
hemi081,1,w1g3p3,costsp,,
hemi018,3,w1g3p3,costsp,,
hemi014,3,w1g3p3,costsp,,
hemi087,2,w1g3p3,costsp,,
homo008,1,w1g3p3,ficuco,,
homo004,15,w1g3p3,melamu,,
homo005,1,w1g3p3,melamu,,
hemi003,3,w1g3p3,melamu,,
hemi016,1,w1g3p3,melamu,,
hemi081,2,w1g3p3,melamu,,
hemi008,1,w1g3p3,melamu,,
hemi011,1,w1g3p3,melamu,,
hemi087,1,w1g3p3,piptar,,
hemi009,1,w1g3p3,piptar,,
hemi083,1,w1g3p3,piptar,,
hemi006,1,w1g3p3,piptar,,
hemi023,2,w1g3p3,piptar,,
hemi002,20,w1g3p3,piptar,,
hemi014,27,w1g3p3,piptar,,
hemi081,38,w1g3p3,piptar,,
hemi017,13,w1g3p3,piptar,,
hemi018,8,w1g3p3,piptar,,
hemi001,4,w1g3p3,piptar,,
homo004,20,w1g3p3,piptar,,
homo003,5,w1g3p3,piptar,,
homo005,2,w1g3p3,piptar,,
homo006,6,w1g3p3,piptar,,
homo007,1,w1g3p3,piptar,,
homo009,4,w1g3p3,piptar,,
homo008,3,w1g3p3,piptar,,
hemi072,1,w1g3p3,piptar,,
hemi047,3,w1g3p3,piptar,,
hemi004,2,w1g3p3,piptar,,
hemi021,4,w1g3p3,piptar,,
hemi079,1,w1g3p3,piptar,,
hemi020,1,w1g3p3,piptar,,
hemi060,1,w1g3p3,piptar,,
hemi088,1,w1g3p3,piptar,,
mant001,3,w1g3p5,piptar,a,
mant002,1,w1g3p5,piptar,l,
mant003,1,w1g3p3,piptar,l,
mant001,5,w1g3p3,piptar,l,
mant002,1,w1g3p3,piptar,l,
mant002,1,wg3p6,piptar,l,
mant001,4,wg3p6,piptar,l,
mant004,1,wg3p6,piptar,l,
mant005,1,w1g6p6,piptar,l,
mant006,1,w1g6p6,breyce,l,
mant001,1,w1g1p1,macaqu,l,
mant002,1,w1g1p1,macaqu,l,
mant003,2,w1g1p1,macaqu,l,
mant001,7,w1g1p1,trems1,l,
mant002,4,w1g1p1,trems1,l,
mant006,1,w1g1p1,trems1,l,
mant007,3,w1g1p1,trems1,l,
mant008,1,w1g1p1,trems1,a,
mant001,7,w1g1p1,commba,l,
mant003,2,w1g1p1,commba,l,
mant005,1,w1g1p1,commba,l,
mant001,5,w1g4p4,melos1,l,
mant007,1,w1g4p4,melos1,l,
mant005,1,w1g4p4,melos1,l,
